Customer ID,Age,Gender,Location,Marital Status,Household Income,Family Members,Education Level,Plan Type,Subscription Duration (months),Monthly Charges,Data Usage (GB),Voice Minutes Usage,SMS Usage,Preferred Communication Channel,Preferred Communication Time,Preferred Services/Features,Preferred Payment Method,Feedback Score,Interactions with Customer Service,Complaints Reported,Churn Label
390,28,Female,Miami,Widowed,132239,4,Bachelor's,Postpaid,47,52,37,1958,177,SMS,Anytime,Unlimited Data,Bank Transfer,8,0,0,1
391,66,Male,Miami,Widowed,141431,4,Associate's,Postpaid,42,77,21,850,309,SMS,Anytime,Data Rollover,Online,5,3,1,1
392,25,Male,Chicago,Single,110018,1,Associate's,Postpaid,51,49,5,726,479,Phone,Anytime,Data Rollover,Credit Card,7,0,0,0
393,53,Male,Houston,Widowed,70510,5,High School,Prepaid,12,67,45,1442,417,Email,Morning,Unlimited Data,Credit Card,8,4,0,0
394,55,Female,Los Angeles,Single,78933,1,High School,Prepaid,56,84,21,1492,444,Phone,Morning,Unlimited Data,Debit Card,9,1,2,0
395,57,Female,Los Angeles,Married,51826,2,Associate's,Prepaid,16,97,29,1729,451,Phone,Morning,Unlimited Data,Bank Transfer,6,3,1,0
396,37,Female,Chicago,Widowed,98026,3,High School,Prepaid,41,108,20,1094,227,Phone,Anytime,Unlimited Data,Online,5,2,0,1
397,79,Female,Miami,Widowed,141628,5,Master's,Postpaid,32,117,38,1683,231,Phone,Anytime,Unlimited Data,Credit Card,7,1,0,1
398,52,Female,New York,Married,55518,2,High School,Prepaid,15,118,20,802,170,Phone,Afternoon,Unlimited Data,Credit Card,6,0,2,1
399,65,Male,Chicago,Married,54045,5,High School,Postpaid,27,30,25,561,25,Email,Evening,Data Rollover,Credit Card,5,0,2,1
400,79,Female,Chicago,Married,80876,2,High School,Postpaid,28,36,2,111,287,SMS,Morning,Unlimited Data,Online,8,2,1,0
401,42,Male,Houston,Widowed,122446,3,High School,Prepaid,17,86,32,1279,66,SMS,Anytime,Family Plan,Online,8,4,0,0
402,52,Male,Los Angeles,Divorced,120102,3,Bachelor's,Prepaid,46,124,26,1807,71,Email,Afternoon,Data Rollover,Bank Transfer,5,2,2,1
403,42,Female,Chicago,Divorced,81919,4,Bachelor's,Prepaid,59,41,6,576,372,SMS,Afternoon,International Calling,Debit Card,7,3,2,0
404,46,Female,Chicago,Divorced,129441,2,Bachelor's,Postpaid,50,135,41,1038,475,SMS,Afternoon,Data Rollover,Debit Card,5,2,2,0
405,35,Male,Miami,Widowed,57103,4,Associate's,Prepaid,58,34,3,500,336,SMS,Morning,International Calling,Debit Card,6,0,1,0
406,63,Male,Miami,Married,148805,2,Associate's,Postpaid,2,137,33,907,251,Email,Morning,International Calling,Credit Card,6,4,2,0
407,35,Male,New York,Widowed,66188,4,Master's,Prepaid,36,79,1,276,99,Email,Evening,Family Plan,Debit Card,8,4,1,1
408,19,Female,Houston,Married,35845,3,Bachelor's,Postpaid,50,71,5,1464,81,SMS,Afternoon,Unlimited Data,Credit Card,5,2,1,0
409,71,Female,New York,Widowed,116698,5,Associate's,Prepaid,7,131,13,156,335,SMS,Morning,Unlimited Data,Bank Transfer,8,3,0,1
410,52,Female,Miami,Widowed,66674,4,High School,Prepaid,13,41,19,1978,39,SMS,Afternoon,Data Rollover,Credit Card,7,0,0,0
411,33,Female,Los Angeles,Married,148325,2,High School,Postpaid,15,132,12,1975,368,Phone,Anytime,Unlimited Data,Bank Transfer,6,1,1,0
412,78,Female,Miami,Divorced,49337,2,Bachelor's,Prepaid,25,47,48,547,416,Phone,Afternoon,Family Plan,Bank Transfer,9,4,0,1
413,58,Male,Houston,Married,52313,3,Master's,Prepaid,23,95,25,302,297,Phone,Evening,Data Rollover,Debit Card,9,2,0,1
414,53,Female,Miami,Single,56943,2,Master's,Prepaid,22,103,35,1820,95,Email,Morning,Data Rollover,Debit Card,5,3,2,0
415,50,Male,Houston,Single,107949,1,High School,Prepaid,26,108,12,1756,243,SMS,Anytime,Data Rollover,Credit Card,5,3,0,0
416,21,Male,Houston,Married,30276,5,Master's,Prepaid,33,123,30,837,244,Email,Morning,Unlimited Data,Online,9,0,1,1
417,50,Male,Houston,Widowed,81151,4,Bachelor's,Prepaid,11,137,5,301,322,Email,Anytime,Unlimited Data,Debit Card,5,4,0,0
418,31,Female,Houston,Single,47611,5,High School,Prepaid,10,46,34,1453,374,Email,Afternoon,Unlimited Data,Debit Card,6,0,2,0
419,38,Female,Houston,Single,134641,3,Associate's,Postpaid,25,97,22,462,274,SMS,Afternoon,Data Rollover,Online,7,1,1,1
420,65,Female,Los Angeles,Widowed,41944,4,Associate's,Postpaid,37,100,39,991,296,Phone,Evening,Data Rollover,Online,7,1,0,0
421,37,Male,New York,Widowed,82887,4,Master's,Prepaid,48,91,13,553,336,SMS,Evening,International Calling,Debit Card,8,1,1,0
422,73,Male,Chicago,Divorced,111442,1,High School,Prepaid,43,70,47,455,402,SMS,Anytime,International Calling,Online,6,3,0,0
423,25,Male,New York,Widowed,79847,3,High School,Prepaid,53,124,3,315,278,Email,Evening,Unlimited Data,Credit Card,5,4,2,0
424,24,Male,Houston,Married,88653,2,Associate's,Postpaid,38,144,20,1071,195,Email,Evening,Data Rollover,Bank Transfer,5,0,0,0
425,20,Male,Los Angeles,Married,116072,1,High School,Postpaid,41,148,31,654,140,Email,Evening,Unlimited Data,Bank Transfer,8,0,1,1
426,34,Male,Miami,Divorced,86622,1,High School,Prepaid,45,132,5,986,300,Phone,Evening,Unlimited Data,Debit Card,8,1,1,0
427,50,Female,Los Angeles,Single,57810,5,High School,Postpaid,24,148,24,122,490,Phone,Afternoon,International Calling,Debit Card,5,4,1,1
428,65,Female,Houston,Single,107842,5,Master's,Prepaid,40,63,40,254,286,Phone,Evening,Family Plan,Credit Card,5,4,0,1
429,29,Female,Los Angeles,Widowed,40503,5,High School,Prepaid,46,99,33,1309,329,SMS,Afternoon,Unlimited Data,Online,6,2,0,0
430,76,Female,Los Angeles,Married,114761,1,Bachelor's,Prepaid,56,143,8,348,360,Email,Afternoon,Family Plan,Debit Card,8,4,0,1
431,68,Male,Houston,Single,66976,2,Master's,Prepaid,33,131,24,848,189,SMS,Morning,Family Plan,Bank Transfer,6,4,2,0
432,39,Male,Los Angeles,Divorced,41590,4,High School,Postpaid,17,74,20,904,299,Phone,Afternoon,Data Rollover,Credit Card,5,0,2,1
433,72,Female,Chicago,Divorced,40886,5,High School,Postpaid,24,87,16,233,489,Email,Afternoon,Data Rollover,Credit Card,9,4,2,1
434,39,Male,Chicago,Married,42866,2,Bachelor's,Prepaid,37,80,12,420,386,Phone,Evening,Unlimited Data,Online,9,4,1,1
435,63,Female,Los Angeles,Divorced,96624,3,Master's,Postpaid,57,63,13,489,172,Email,Afternoon,International Calling,Debit Card,5,0,1,0
436,47,Female,Miami,Divorced,98899,5,Associate's,Postpaid,2,73,45,533,280,Email,Anytime,International Calling,Debit Card,8,4,1,1
437,55,Female,Houston,Married,62792,4,Associate's,Prepaid,32,44,42,1145,385,SMS,Evening,Unlimited Data,Credit Card,9,0,1,1
438,55,Male,Chicago,Widowed,39764,3,Master's,Postpaid,57,107,39,972,105,SMS,Evening,Unlimited Data,Bank Transfer,8,2,1,1
439,62,Female,Miami,Widowed,116156,3,High School,Prepaid,24,99,25,1723,271,Phone,Evening,International Calling,Debit Card,9,3,0,0
440,68,Female,Los Angeles,Divorced,72727,4,High School,Prepaid,9,79,46,1788,374,SMS,Morning,Family Plan,Bank Transfer,8,0,1,0
441,71,Female,Miami,Widowed,108471,5,Associate's,Prepaid,4,130,32,1248,478,SMS,Evening,Unlimited Data,Credit Card,9,0,0,1
442,25,Male,New York,Widowed,38068,1,Associate's,Prepaid,17,143,24,1202,362,SMS,Afternoon,Family Plan,Debit Card,8,4,2,1
443,44,Male,Chicago,Divorced,146923,4,Associate's,Postpaid,17,61,48,957,297,Email,Anytime,Unlimited Data,Bank Transfer,6,0,2,1
444,44,Female,Los Angeles,Widowed,37295,4,Bachelor's,Prepaid,53,96,47,150,445,SMS,Evening,Unlimited Data,Credit Card,8,1,2,1
445,51,Male,Houston,Divorced,71160,4,Associate's,Postpaid,50,32,44,1851,92,Phone,Evening,Family Plan,Bank Transfer,6,1,2,0
446,38,Male,Los Angeles,Single,41390,3,Bachelor's,Prepaid,48,115,9,275,234,Email,Anytime,Family Plan,Debit Card,6,2,2,0
447,47,Male,Houston,Married,136752,2,Master's,Prepaid,30,115,40,969,421,Email,Evening,International Calling,Online,5,0,1,0
448,50,Male,Los Angeles,Married,50131,1,High School,Postpaid,40,103,23,352,232,SMS,Morning,Unlimited Data,Bank Transfer,6,4,1,1
449,45,Male,Miami,Widowed,124754,5,Associate's,Prepaid,58,80,13,1065,478,Email,Afternoon,Data Rollover,Online,7,4,1,0
450,64,Male,Miami,Widowed,105969,5,High School,Postpaid,11,96,32,1369,127,Phone,Anytime,Data Rollover,Debit Card,6,3,2,1
451,50,Male,Miami,Widowed,45038,2,High School,Postpaid,21,105,15,838,491,Phone,Anytime,Unlimited Data,Online,8,2,2,1
452,22,Male,New York,Married,82327,4,Associate's,Prepaid,21,122,36,1229,201,Email,Morning,Unlimited Data,Credit Card,6,4,0,1
453,77,Male,Houston,Single,123718,1,Associate's,Prepaid,18,77,49,1316,88,SMS,Afternoon,Unlimited Data,Online,8,3,1,0
454,78,Male,Miami,Single,107064,5,Master's,Prepaid,55,46,5,1439,87,SMS,Morning,Family Plan,Bank Transfer,8,4,2,1
455,65,Female,New York,Married,51281,5,Bachelor's,Prepaid,29,36,22,401,156,Email,Afternoon,Data Rollover,Bank Transfer,7,3,2,0
456,36,Female,Houston,Single,84189,4,Bachelor's,Prepaid,24,42,16,647,116,Phone,Morning,Data Rollover,Online,6,1,2,1
457,21,Male,Los Angeles,Married,78511,2,High School,Prepaid,10,149,41,815,391,Email,Evening,Data Rollover,Credit Card,6,1,0,0
458,52,Female,New York,Single,38605,1,Associate's,Postpaid,45,95,10,878,280,SMS,Morning,Unlimited Data,Debit Card,9,4,2,1
459,66,Female,Chicago,Divorced,130318,2,Master's,Postpaid,17,33,24,367,399,SMS,Anytime,Family Plan,Online,9,2,0,0
460,34,Male,New York,Divorced,31381,2,Master's,Prepaid,18,39,18,1293,253,Email,Anytime,Unlimited Data,Bank Transfer,5,0,0,1
461,61,Male,New York,Married,96634,1,Master's,Postpaid,42,132,49,1109,82,Phone,Anytime,International Calling,Bank Transfer,8,2,1,0
462,45,Male,Houston,Single,49810,1,Master's,Postpaid,48,117,18,650,366,Email,Morning,International Calling,Online,7,2,2,1
463,47,Female,Los Angeles,Widowed,148343,5,Master's,Prepaid,20,46,7,1578,477,Phone,Anytime,Data Rollover,Online,9,0,0,1
464,46,Female,Chicago,Single,54322,5,Bachelor's,Prepaid,37,81,4,1774,363,Phone,Anytime,Unlimited Data,Online,6,1,2,1
465,63,Male,Miami,Divorced,71869,1,Bachelor's,Postpaid,45,35,26,1415,431,Email,Evening,International Calling,Debit Card,5,1,1,0
466,70,Male,Miami,Divorced,62955,3,Bachelor's,Prepaid,18,112,5,1687,35,Email,Evening,International Calling,Bank Transfer,7,0,1,1
467,23,Male,New York,Single,91388,5,Associate's,Postpaid,17,98,16,1922,219,Phone,Afternoon,Unlimited Data,Bank Transfer,6,3,0,1
468,52,Female,Houston,Single,140252,3,High School,Prepaid,9,125,35,1924,101,Phone,Afternoon,Family Plan,Bank Transfer,6,2,1,1
469,77,Female,Houston,Widowed,40207,1,Master's,Postpaid,14,103,26,1264,134,Phone,Afternoon,Unlimited Data,Debit Card,8,4,1,0
470,58,Female,Miami,Widowed,117329,5,Associate's,Postpaid,49,38,18,1269,444,Phone,Morning,Unlimited Data,Credit Card,8,1,1,1
471,54,Female,Chicago,Single,97628,2,Master's,Postpaid,29,120,29,1548,82,SMS,Afternoon,Family Plan,Bank Transfer,9,4,2,1
472,41,Male,Los Angeles,Single,58220,1,Bachelor's,Postpaid,31,106,23,413,489,Email,Morning,Data Rollover,Bank Transfer,9,0,2,0
473,46,Male,Chicago,Single,114050,4,Associate's,Prepaid,4,112,14,283,132,Phone,Morning,Data Rollover,Credit Card,6,4,0,1
474,66,Male,Los Angeles,Single,133546,3,Bachelor's,Prepaid,18,50,15,1787,318,Email,Afternoon,Data Rollover,Debit Card,6,4,0,0
475,63,Male,Miami,Married,104085,1,Master's,Postpaid,59,53,49,812,193,Phone,Afternoon,Family Plan,Credit Card,9,2,1,1
476,70,Female,Los Angeles,Single,52031,1,Master's,Postpaid,20,131,33,227,196,Email,Morning,International Calling,Credit Card,9,0,1,0
477,48,Female,Houston,Widowed,100721,5,High School,Prepaid,56,33,25,1410,207,Email,Evening,Family Plan,Credit Card,6,4,0,0
478,52,Male,New York,Divorced,110807,5,Master's,Prepaid,56,53,21,1946,87,Phone,Anytime,Unlimited Data,Credit Card,7,1,1,0
479,77,Male,New York,Married,101312,5,Bachelor's,Postpaid,47,88,17,1376,357,Phone,Anytime,Family Plan,Debit Card,6,0,0,1
480,50,Female,Miami,Single,89766,4,Master's,Postpaid,43,128,23,1901,195,Email,Anytime,International Calling,Debit Card,7,1,2,1
481,69,Male,Houston,Divorced,42449,5,High School,Postpaid,44,32,43,799,353,Email,Evening,International Calling,Credit Card,7,3,1,0
482,78,Female,Chicago,Married,119833,1,High School,Postpaid,9,97,17,485,262,Email,Morning,Unlimited Data,Online,6,4,1,1
483,38,Male,Houston,Divorced,86699,5,Bachelor's,Postpaid,13,130,14,1353,22,SMS,Afternoon,Data Rollover,Online,5,0,1,1
484,49,Male,New York,Single,136127,2,Associate's,Prepaid,15,69,29,370,308,Phone,Morning,International Calling,Online,9,1,2,0
485,40,Male,New York,Single,111253,5,Master's,Postpaid,27,77,20,1894,85,SMS,Morning,International Calling,Online,8,4,2,0
486,50,Male,Houston,Widowed,135659,4,High School,Prepaid,15,83,30,910,60,SMS,Afternoon,International Calling,Bank Transfer,6,2,1,0
487,20,Male,Houston,Single,134769,2,Master's,Prepaid,28,64,19,514,284,Phone,Evening,Unlimited Data,Debit Card,7,1,0,0
488,35,Male,New York,Single,141041,1,Master's,Prepaid,37,124,39,297,158,Phone,Anytime,International Calling,Debit Card,6,1,2,1
489,42,Male,Chicago,Married,146185,1,Associate's,Postpaid,55,85,13,1446,228,SMS,Anytime,Data Rollover,Credit Card,9,3,1,1
490,59,Female,Miami,Widowed,76092,3,High School,Prepaid,19,137,18,1179,131,Phone,Morning,Unlimited Data,Bank Transfer,7,2,1,1
491,48,Female,Miami,Married,93671,2,Master's,Prepaid,26,118,23,930,220,Email,Evening,Data Rollover,Credit Card,8,3,2,1
492,71,Female,Houston,Divorced,40350,3,High School,Prepaid,52,69,46,1326,289,Email,Anytime,International Calling,Credit Card,8,2,0,1
493,75,Female,Miami,Single,126158,2,Bachelor's,Prepaid,26,106,33,1906,35,SMS,Evening,International Calling,Debit Card,8,1,1,1
494,20,Female,New York,Divorced,130859,2,Bachelor's,Postpaid,25,97,39,1744,182,SMS,Afternoon,Data Rollover,Bank Transfer,5,3,0,0
495,57,Male,New York,Married,98487,4,Master's,Postpaid,26,75,40,727,165,Phone,Morning,Unlimited Data,Online,7,4,0,1
496,63,Male,Houston,Single,47622,3,High School,Prepaid,26,107,18,703,247,Phone,Morning,Unlimited Data,Debit Card,7,2,2,1
497,41,Female,Houston,Single,100263,4,Master's,Prepaid,46,42,9,1261,385,SMS,Evening,Data Rollover,Bank Transfer,5,1,1,1
498,67,Male,Houston,Married,83117,2,High School,Postpaid,28,56,33,1545,91,SMS,Anytime,International Calling,Bank Transfer,7,0,1,0
499,49,Female,Chicago,Married,133990,1,High School,Postpaid,49,35,32,1938,365,Email,Evening,Family Plan,Debit Card,5,2,0,0
500,64,Female,Miami,Married,88394,2,Associate's,Postpaid,18,46,17,1180,499,Email,Afternoon,Data Rollover,Debit Card,6,2,2,1
501,39,Male,Houston,Married,132005,4,Associate's,Prepaid,32,65,19,1685,422,Phone,Anytime,Data Rollover,Credit Card,9,4,2,0
502,40,Male,Los Angeles,Married,131084,3,Associate's,Postpaid,53,133,27,1109,282,Email,Anytime,Data Rollover,Credit Card,8,2,2,0
503,19,Male,Los Angeles,Single,53782,3,Master's,Prepaid,3,142,6,170,77,Phone,Evening,International Calling,Credit Card,5,2,0,1
504,44,Female,New York,Married,146276,4,Associate's,Prepaid,2,128,35,1010,53,Phone,Afternoon,Unlimited Data,Online,5,4,0,1
505,59,Male,Miami,Single,58454,3,Associate's,Postpaid,33,110,37,693,70,Phone,Anytime,International Calling,Debit Card,5,4,1,1
506,19,Female,Houston,Single,97904,5,Bachelor's,Prepaid,42,134,34,1495,132,Email,Morning,Data Rollover,Bank Transfer,6,3,2,0
507,43,Female,Los Angeles,Married,45592,1,High School,Postpaid,19,31,20,1740,358,SMS,Afternoon,International Calling,Debit Card,5,1,0,0
508,34,Female,Miami,Married,52173,1,High School,Prepaid,17,106,25,699,205,SMS,Anytime,International Calling,Bank Transfer,9,1,2,1
509,57,Male,New York,Widowed,63204,1,Associate's,Postpaid,44,81,4,613,339,Email,Evening,Data Rollover,Online,9,3,0,0
510,50,Male,Chicago,Single,65596,3,High School,Prepaid,33,95,10,1995,418,SMS,Anytime,International Calling,Debit Card,8,1,1,0
511,26,Female,Miami,Married,64324,3,Bachelor's,Prepaid,12,81,10,183,488,Phone,Morning,Family Plan,Bank Transfer,6,2,2,0
512,60,Male,Miami,Married,141668,2,Bachelor's,Postpaid,49,121,24,1093,332,SMS,Afternoon,International Calling,Bank Transfer,9,3,0,1
513,71,Male,Chicago,Married,91202,2,Associate's,Postpaid,56,72,21,1166,120,Email,Anytime,International Calling,Credit Card,7,3,2,1
514,65,Male,Miami,Widowed,119400,1,Bachelor's,Postpaid,3,119,11,1789,267,SMS,Morning,Unlimited Data,Online,7,1,0,1
515,56,Female,New York,Widowed,143365,5,High School,Postpaid,43,51,27,938,98,Phone,Anytime,Unlimited Data,Debit Card,7,0,0,1
516,46,Female,New York,Divorced,60750,2,Master's,Prepaid,49,140,16,705,442,Phone,Anytime,Data Rollover,Credit Card,5,1,0,1
517,59,Male,Chicago,Single,106112,2,High School,Postpaid,55,136,26,909,207,Email,Afternoon,Data Rollover,Online,5,0,2,0
518,72,Female,Houston,Divorced,46566,3,Master's,Postpaid,26,84,30,232,291,Email,Evening,Unlimited Data,Credit Card,7,3,0,0
519,43,Male,Los Angeles,Married,37190,5,Associate's,Prepaid,35,96,49,1518,209,Email,Evening,Family Plan,Debit Card,8,0,1,0
520,52,Male,Houston,Widowed,118607,1,Master's,Postpaid,8,128,16,1188,108,Phone,Morning,International Calling,Bank Transfer,8,2,2,0
521,67,Male,Miami,Widowed,68333,2,Bachelor's,Postpaid,52,89,7,389,36,SMS,Morning,Family Plan,Debit Card,5,4,1,0
522,42,Male,Los Angeles,Divorced,110905,5,High School,Prepaid,36,87,16,475,98,SMS,Morning,Family Plan,Online,7,0,1,0
523,41,Female,Chicago,Widowed,119571,5,Master's,Postpaid,53,41,35,868,155,Email,Afternoon,Unlimited Data,Debit Card,8,4,2,1
524,30,Female,Chicago,Married,31589,1,High School,Postpaid,54,117,16,566,191,SMS,Evening,Data Rollover,Online,5,2,0,1
525,77,Female,Los Angeles,Widowed,55235,5,Associate's,Postpaid,7,98,40,1336,266,SMS,Morning,International Calling,Credit Card,7,4,1,0
526,75,Male,New York,Divorced,30159,5,Associate's,Postpaid,46,113,12,1271,198,Email,Morning,Data Rollover,Online,6,2,2,1
527,24,Male,Los Angeles,Married,42145,5,Bachelor's,Postpaid,46,132,35,1696,249,Email,Anytime,Family Plan,Bank Transfer,7,4,0,0
528,74,Male,Miami,Divorced,110909,2,Associate's,Postpaid,36,68,49,570,368,Phone,Anytime,Family Plan,Bank Transfer,7,4,2,0
529,53,Female,New York,Widowed,61921,1,Master's,Prepaid,16,42,21,248,396,Phone,Morning,Data Rollover,Bank Transfer,9,1,2,1
530,62,Male,Chicago,Divorced,134859,5,Associate's,Postpaid,24,70,43,187,205,Phone,Anytime,Data Rollover,Credit Card,9,0,2,1
531,37,Female,Los Angeles,Divorced,46237,5,Bachelor's,Prepaid,54,86,36,1447,306,Phone,Anytime,Unlimited Data,Online,6,4,0,0
532,18,Female,Houston,Single,137507,2,High School,Prepaid,1,82,48,495,174,SMS,Anytime,Data Rollover,Credit Card,6,3,1,1
533,25,Female,Houston,Widowed,38244,1,High School,Prepaid,49,138,17,889,316,SMS,Afternoon,Data Rollover,Debit Card,7,1,1,0
534,63,Female,Miami,Widowed,44743,3,Associate's,Prepaid,25,41,32,1527,280,Phone,Morning,Unlimited Data,Debit Card,8,0,2,0
535,33,Female,Houston,Divorced,127102,2,Master's,Postpaid,10,42,41,1205,17,Phone,Morning,Data Rollover,Debit Card,6,1,2,0
536,31,Female,Los Angeles,Single,76101,1,Bachelor's,Postpaid,54,149,6,1764,47,Email,Anytime,Family Plan,Debit Card,7,0,0,0
537,29,Male,Los Angeles,Widowed,141645,5,Master's,Postpaid,16,103,24,1409,123,SMS,Afternoon,Data Rollover,Bank Transfer,5,2,2,0
538,68,Male,Houston,Married,114227,1,Bachelor's,Prepaid,16,126,27,1505,348,SMS,Anytime,International Calling,Online,9,4,2,1
539,40,Female,Los Angeles,Divorced,129532,1,Associate's,Postpaid,58,86,20,964,65,Phone,Afternoon,Family Plan,Bank Transfer,8,3,2,0
540,32,Female,Miami,Widowed,86378,1,Bachelor's,Postpaid,8,69,25,1915,440,SMS,Morning,Unlimited Data,Online,7,1,1,1
541,45,Male,New York,Married,101126,3,Bachelor's,Postpaid,29,147,2,1393,483,Email,Anytime,Family Plan,Online,5,1,2,0
542,51,Female,Miami,Widowed,86071,1,Associate's,Prepaid,39,109,9,1415,368,Email,Morning,Unlimited Data,Credit Card,9,1,1,1
543,19,Female,Miami,Married,101121,3,Master's,Prepaid,28,74,28,1576,147,SMS,Afternoon,International Calling,Debit Card,5,1,0,0
544,49,Male,Los Angeles,Divorced,104763,5,Associate's,Postpaid,6,64,38,1838,111,Phone,Evening,International Calling,Online,7,4,0,1
545,40,Female,New York,Widowed,123814,3,Bachelor's,Prepaid,16,32,3,123,343,SMS,Afternoon,Family Plan,Debit Card,6,0,1,0
546,39,Female,Los Angeles,Widowed,134350,5,Associate's,Prepaid,20,149,20,1055,186,Email,Evening,Data Rollover,Debit Card,9,4,1,0
547,68,Female,Chicago,Single,42237,5,Bachelor's,Postpaid,16,34,6,1986,178,Phone,Morning,Family Plan,Debit Card,5,2,1,1
548,42,Male,Los Angeles,Divorced,45649,3,Associate's,Prepaid,7,119,39,410,348,SMS,Morning,Family Plan,Bank Transfer,6,4,1,1
549,75,Male,Los Angeles,Married,67713,2,High School,Prepaid,41,40,33,1584,295,Phone,Anytime,International Calling,Debit Card,8,4,2,1
550,79,Male,Los Angeles,Widowed,103463,4,High School,Postpaid,14,100,1,1331,270,Phone,Evening,Unlimited Data,Online,7,2,1,1
551,78,Female,New York,Widowed,75409,1,Associate's,Prepaid,43,146,37,1915,384,Email,Afternoon,Family Plan,Bank Transfer,7,4,1,1
552,39,Female,Los Angeles,Married,78766,4,Master's,Prepaid,26,85,6,1840,232,Phone,Morning,Data Rollover,Debit Card,9,0,1,1
553,75,Male,New York,Divorced,76154,1,Bachelor's,Prepaid,26,39,45,763,208,SMS,Evening,International Calling,Credit Card,5,3,2,0
554,75,Female,Houston,Single,37016,1,High School,Prepaid,14,135,34,537,220,Phone,Afternoon,Family Plan,Debit Card,8,2,2,0
555,39,Female,Chicago,Single,109563,5,Master's,Prepaid,7,145,47,1661,296,Phone,Evening,Family Plan,Debit Card,9,1,2,0
556,66,Female,New York,Widowed,78688,1,Bachelor's,Prepaid,33,63,15,805,189,SMS,Afternoon,Data Rollover,Bank Transfer,9,0,0,1
557,69,Female,Houston,Married,119678,1,High School,Prepaid,26,96,45,1459,259,Email,Afternoon,Family Plan,Online,5,3,2,1
558,59,Female,New York,Widowed,142056,3,High School,Prepaid,57,101,26,521,240,Email,Afternoon,Family Plan,Debit Card,8,0,1,1
559,23,Male,New York,Married,84238,4,Associate's,Postpaid,45,60,14,1873,481,SMS,Afternoon,Family Plan,Bank Transfer,5,0,2,0
560,32,Female,Chicago,Single,88608,3,Bachelor's,Postpaid,20,104,7,420,491,SMS,Evening,Family Plan,Bank Transfer,7,1,2,1
561,71,Male,Miami,Divorced,119081,1,Master's,Postpaid,3,138,46,1620,32,Email,Evening,Data Rollover,Online,6,3,1,0
562,60,Female,Miami,Married,146572,5,Master's,Postpaid,52,100,31,686,57,Phone,Anytime,Family Plan,Bank Transfer,7,0,2,1
563,77,Male,New York,Single,61897,3,Master's,Prepaid,4,138,24,1046,118,SMS,Evening,Family Plan,Online,7,1,0,1
564,54,Female,Los Angeles,Widowed,80961,3,Bachelor's,Postpaid,26,95,31,1286,305,Phone,Evening,Family Plan,Credit Card,9,2,2,1
565,50,Male,Houston,Married,98703,2,Master's,Postpaid,11,99,29,1934,15,SMS,Anytime,International Calling,Debit Card,7,1,0,0
566,25,Female,Los Angeles,Divorced,74757,1,Master's,Prepaid,2,70,42,1664,47,Email,Evening,Data Rollover,Bank Transfer,8,4,0,1
567,70,Male,Los Angeles,Widowed,56917,5,Master's,Prepaid,14,92,32,1288,178,Phone,Afternoon,International Calling,Credit Card,7,1,0,0
568,77,Female,New York,Widowed,52736,3,Associate's,Prepaid,44,61,17,948,365,Phone,Morning,International Calling,Bank Transfer,8,1,1,1
569,61,Male,New York,Single,57990,3,Associate's,Prepaid,30,49,14,1821,292,SMS,Morning,Data Rollover,Bank Transfer,5,1,2,1
570,61,Female,New York,Married,92551,5,Bachelor's,Prepaid,49,86,40,1689,212,Phone,Anytime,International Calling,Credit Card,9,0,0,1
571,22,Male,New York,Widowed,88161,1,Bachelor's,Postpaid,12,127,36,1418,334,SMS,Evening,International Calling,Bank Transfer,8,3,0,1
572,56,Male,Miami,Divorced,109623,2,Master's,Prepaid,26,79,48,141,322,Email,Evening,International Calling,Bank Transfer,7,1,2,0
573,21,Female,New York,Married,52440,3,Associate's,Postpaid,44,109,24,1408,282,Phone,Anytime,Data Rollover,Credit Card,9,1,1,1
574,23,Female,Miami,Divorced,65205,2,High School,Postpaid,33,54,45,1038,253,SMS,Morning,Family Plan,Bank Transfer,9,4,1,0
575,62,Male,Miami,Widowed,110811,4,High School,Prepaid,13,41,27,486,336,Phone,Afternoon,Unlimited Data,Online,8,4,0,1
576,49,Female,New York,Divorced,85103,1,Master's,Postpaid,14,100,25,1261,484,SMS,Evening,Unlimited Data,Bank Transfer,8,2,1,1
577,69,Male,Chicago,Single,100812,4,Master's,Postpaid,24,68,32,1310,56,SMS,Anytime,Data Rollover,Debit Card,6,2,2,1
578,47,Male,Houston,Divorced,71627,4,Associate's,Prepaid,34,46,18,1009,258,SMS,Afternoon,Unlimited Data,Bank Transfer,6,4,1,0
579,64,Male,Los Angeles,Married,136122,4,Associate's,Postpaid,44,74,46,815,88,Email,Anytime,Data Rollover,Debit Card,9,3,2,1
580,52,Female,Miami,Divorced,133032,1,Associate's,Postpaid,26,40,18,530,119,Phone,Anytime,Data Rollover,Debit Card,6,2,0,0
581,72,Male,Houston,Divorced,49008,1,Bachelor's,Postpaid,21,99,37,653,22,Email,Anytime,Unlimited Data,Bank Transfer,7,3,2,0
582,57,Male,Chicago,Single,101274,5,Bachelor's,Prepaid,28,52,26,1985,404,SMS,Morning,International Calling,Credit Card,5,4,0,1
583,69,Female,Los Angeles,Divorced,62402,2,Master's,Prepaid,48,120,9,1539,389,SMS,Morning,Family Plan,Online,9,2,2,0
584,33,Female,Los Angeles,Divorced,83384,2,Bachelor's,Prepaid,36,139,35,899,374,Email,Anytime,Unlimited Data,Online,5,1,2,1
