gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Preference_Tenure,Preference_MonthlyCharges,Preference_TotalCharges,NonPreference_Tenure,NonPreference_MonthlyCharges,NonPreference_TotalCharges
Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,77.8,1358.6,No,0.7817230866307524,0.42229914714691097,0.5768548580625847,0.2182769133692476,0.577700852853089,0.42314514193741526
Female,1,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.45,3147.15,No,0.938075781711365,0.8192697820168521,0.9600003456063821,0.061924218288635036,0.18073021798314792,0.039999654393617856
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,131.05,Yes,0.7733985390852888,0.7348339668594188,0.10747132151225258,0.22660146091471123,0.2651660331405812,0.8925286784877474
Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.8,4535.85,No,0.3313715908270286,0.8443880345701174,0.04330332413802629,0.6686284091729714,0.15561196542988265,0.9566966758619737
Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1078.75,No,0.23191404341416944,0.12944330891824107,0.1902258985973856,0.7680859565858306,0.8705566910817589,0.8097741014026144
Male,0,No,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.9,542.4,No,0.3776908204064149,0.43946706100971666,0.021860670682239514,0.6223091795935851,0.5605329389902833,0.9781393293177605
Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.1,2312.55,No,0.20308717051667458,0.7089532174596769,0.5700043967076172,0.7969128294833254,0.2910467825403231,0.42999560329238284
Male,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,415.05,Yes,0.7195747477449508,0.7301612544117221,0.6826719810420234,0.2804252522550492,0.2698387455882779,0.3173280189579766
Male,0,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.95,3250.45,No,0.8265186324941105,0.07180491753233631,0.005524971751697416,0.1734813675058895,0.9281950824676637,0.9944750282483026
Female,0,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,98.5,No,0.646438892397248,0.7119403565098225,0.448747557267525,0.35356110760275195,0.28805964349017754,0.551252442732475
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,No,0.1860927313091021,0.6262284592042896,0.3721562986239776,0.8139072686908979,0.3737715407957104,0.6278437013760224
Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,Yes,0.03738471102864571,0.34891307873212885,0.7691314696862414,0.9626152889713543,0.6510869212678712,0.23086853031375865
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,0.5804012668569645,0.3041085991737059,0.7830848759498034,0.41959873314303553,0.6958914008262941,0.21691512405019664
Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,No,0.46267310507961357,0.029009349695019337,0.7359731606445706,0.5373268949203864,0.9709906503049807,0.26402683935542937
Female,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,153.8,No,0.19970392819903238,0.3919898146388491,0.0016851442737049194,0.8002960718009676,0.6080101853611509,0.9983148557262951
Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,3198.6,Yes,0.3680839022202911,0.3069951076383002,0.1881435723645506,0.6319160977797089,0.6930048923616998,0.8118564276354494
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,0.5414662556089532,0.43150137116815324,0.009833331651590616,0.45853374439104677,0.5684986288318468,0.9901666683484094
Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.3,5610.15,No,0.6329171122765795,0.708745616442597,0.9902525878972009,0.36708288772342046,0.29125438355740296,0.009747412102799058
Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,76.45,4519.5,No,0.4766437775428183,0.14548190795486304,0.9352087179366946,0.5233562224571817,0.854518092045137,0.06479128206330542
Male,0,No,No,44,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.0,2440.25,No,0.9713928217354079,0.47996243185149723,0.5191753873198701,0.028607178264592137,0.5200375681485028,0.4808246126801299
Male,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.25,6860.6,No,0.04622640047085602,0.7928532882832405,0.22467987602525152,0.953773599529144,0.20714671171675947,0.7753201239747485
Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1377.7,No,0.6582079130268984,0.24863459072548444,0.5959597329271412,0.3417920869731016,0.7513654092745156,0.4040402670728588
Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,190.25,No,0.9095579017878257,0.8636843855310489,0.23898839861960264,0.0904420982121743,0.13631561446895113,0.7610116013803974
Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.75,1651.95,No,0.236564211113225,0.9329594639901325,0.42540606875954246,0.763435788886775,0.06704053600986748,0.5745939312404575
Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,78.3,No,0.2137071880691377,0.11283960908351609,0.8500623328393714,0.7862928119308623,0.8871603909164839,0.14993766716062862
Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,7939.25,No,0.7622328074825822,0.11570049442415353,0.5073194083332027,0.23776719251741785,0.8842995055758465,0.49268059166679734
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.9,44.9,No,0.48637379410523596,0.645201996278511,0.854728487326484,0.513626205894764,0.35479800372148895,0.145271512673516
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.25,576.7,No,0.992177506697882,0.5171899886691608,0.8683337723873257,0.007822493302118039,0.48281001133083923,0.13166622761267432
Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.6,1279,No,0.5891236204917122,0.9035775740302292,0.5503564573950883,0.4108763795082878,0.0964224259697708,0.4496435426049117
Male,1,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.0,1260.7,No,0.9234419334879927,0.8019519052576667,0.8438224204817933,0.07655806651200725,0.1980480947423333,0.15617757951820666
Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,267.35,No,0.012210519663421904,0.5018925618242408,0.4406179171365213,0.9877894803365781,0.4981074381757592,0.5593820828634787
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.6,6586.85,No,0.15453962047570513,0.06869050887629669,0.8797314154159763,0.8454603795242949,0.9313094911237033,0.12026858458402367
Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,934.15,No,0.6844190447515897,0.09887047839964258,0.15034249644376407,0.31558095524841034,0.9011295216003574,0.8496575035562359
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,Yes,0.416466369897446,0.4484910108432332,0.39233352616944406,0.583533630102554,0.5515089891567668,0.6076664738305559
Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.5,7534.65,Yes,0.8359645694289802,0.30457161899335417,0.923169790264942,0.16403543057101977,0.6954283810066458,0.07683020973505805
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,No,0.4288980925565181,0.943129429573393,0.1938553896363353,0.5711019074434819,0.05687057042660704,0.8061446103636647
Male,1,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,3645.6,No,0.7129966963549856,0.665845822271557,0.7553184598773315,0.28700330364501436,0.334154177728443,0.24468154012266852
Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,314.45,No,0.5661600170334582,0.2705305792044096,0.3976794013297753,0.4338399829665418,0.7294694207955904,0.6023205986702247
Female,0,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,53.45,3053,No,0.11990356732862284,0.3569586223448029,0.7882389312958865,0.8800964326713772,0.6430413776551971,0.2117610687041135
Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,677.05,No,0.7179512067070324,0.08078271991277064,0.3100765784595466,0.2820487932929676,0.9192172800872294,0.6899234215404534
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.1,7965.95,No,0.7063718013476981,0.24968804449624626,0.48832215221350517,0.29362819865230194,0.7503119555037537,0.5116778477864948
Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,906.85,Yes,0.11571815121321471,0.3187714004104494,0.09453741577766095,0.8842818487867853,0.6812285995895506,0.905462584222339
Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,4888.7,Yes,0.561911457807729,0.6419483445457923,0.535554784161175,0.438088542192271,0.3580516554542077,0.46444521583882503
Male,1,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.35,237.25,Yes,0.33565001754871837,0.17255373468917745,0.23171765532054556,0.6643499824512816,0.8274462653108225,0.7682823446794544
Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,74.6,Yes,0.45884978204577553,0.6771836994261349,0.18953479680520757,0.5411502179542245,0.3228163005738651,0.8104652031947924
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.7,342.4,Yes,0.42275869303077596,0.11764935576897761,0.23376584104213383,0.577241306969224,0.8823506442310224,0.7662341589578662
Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.2,140.1,No,0.1047744042491886,0.8941261106953349,0.7547589641742258,0.8952255957508114,0.10587388930466513,0.24524103582577417
Female,0,No,No,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.0,1108,No,0.15802298629127975,0.6264365575214247,0.49089145983754956,0.8419770137087202,0.3735634424785753,0.5091085401624504
Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.35,295.55,No,0.08680861614365021,0.5774726200891944,0.134184376140135,0.9131913838563498,0.4225273799108056,0.865815623859865
Female,0,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,892.65,Yes,0.19244701360336192,0.18727168976970043,0.4795765884468962,0.8075529863966381,0.8127283102302996,0.5204234115531038
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,198.25,No,0.8524443864977456,0.7408706506938373,0.9348230789990052,0.14755561350225443,0.2591293493061627,0.06517692100099481
Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4822.85,Yes,0.024522649262932905,0.2360521618815774,0.9040226468953176,0.9754773507370671,0.7639478381184226,0.09597735310468236
Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.2,6741.15,No,0.43161725028685605,0.7980432209799958,0.13968861422298795,0.568382749713144,0.2019567790200042,0.860311385777012
Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.15,79.15,No,0.8009363887030907,0.7789545871583943,0.4917389650996332,0.1990636112969093,0.22104541284160573,0.5082610349003668
Male,0,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,53.65,1355.45,No,0.1002582045273901,0.9393957528131663,0.4965098490815043,0.8997417954726099,0.06060424718683366,0.5034901509184957
Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),100.2,7209,No,0.22771359015896464,0.7826932315321751,0.7521421373005461,0.7722864098410354,0.21730676846782493,0.24785786269945387
Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.15,438.4,Yes,0.7274397075582869,0.36494518534024645,0.5371415653714225,0.2725602924417131,0.6350548146597536,0.46285843462857745
Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.65,7726.35,No,0.6475524325933526,0.5106522463791421,0.10308506381452387,0.3524475674066474,0.4893477536208579,0.8969149361854761
Female,0,Yes,No,49,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,No,0.5630238367151661,0.6268690411940978,0.9698857471321309,0.4369761632848339,0.3731309588059022,0.030114252867869062
Male,0,Yes,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),55.35,1636.95,No,0.17164081662818076,0.26751806503266207,0.9147011337433807,0.8283591833718192,0.7324819349673379,0.08529886625661931
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),105.6,7581.5,No,0.7945310119658656,0.8000516182655674,0.5533166047818413,0.20546898803413438,0.19994838173443263,0.4466833952181587
Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,3019.5,Yes,0.14141411188129605,0.3290980423441857,0.3141145936822818,0.858585888118704,0.6709019576558143,0.6858854063177182
Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4729.75,No,0.13479789472306425,0.1301360781089077,0.3492756744064919,0.8652021052769358,0.8698639218910923,0.6507243255935081
Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.2,6126.1,No,0.7950350443033544,0.05952142828823981,0.6945843408877679,0.20496495569664563,0.9404785717117602,0.3054156591122321
Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.05,6333.4,No,0.3692233278840753,0.660009380981317,0.06433997098373712,0.6307766721159247,0.339990619018683,0.9356600290162629
Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),97.65,6687.85,No,0.31261711592334684,0.26471136917689564,0.08581862381575078,0.6873828840766532,0.7352886308231044,0.9141813761842492
Male,0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),68.05,4158.25,No,0.2786720513102364,0.8515756984170693,0.8730386572446512,0.7213279486897636,0.14842430158293074,0.12696134275534876
Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,Yes,0.32497210636760143,0.7724318485656612,0.4562329125932685,0.6750278936323986,0.22756815143433884,0.5437670874067315
Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,79.6,Yes,0.3405875997076052,0.11520795147923546,0.23918276591361576,0.6594124002923948,0.8847920485207645,0.7608172340863842
Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),102.1,7149.35,No,0.6963676936065396,0.5552812280008592,0.5459031217318377,0.3036323063934604,0.4447187719991408,0.45409687826816225
Male,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.4,1429.65,No,0.2402622011512725,0.9673738960177289,0.04261075823091276,0.7597377988487275,0.03262610398227106,0.9573892417690872
Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,472.65,No,0.3253264534739049,0.829230925147381,0.6034159110537333,0.6746735465260951,0.17076907485261905,0.39658408894626673
Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.25,1734.5,Yes,0.7762115084700661,0.8722395642271102,0.6218518346551147,0.22378849152993385,0.12776043577288976,0.37814816534488527
Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,113.5,No,0.9131505733137121,0.2627566995415893,0.9427452549209973,0.08684942668628792,0.7372433004584107,0.057254745079002745
Female,1,No,No,33,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.45,1884.65,No,0.6128359702284323,0.7254784091663493,0.36832615548214254,0.3871640297715677,0.2745215908336507,0.6316738445178575
Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),92.2,2568.15,No,0.10511822946280702,0.33988165395235437,0.7180757824831393,0.894881770537193,0.6601183460476456,0.2819242175168607
Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,470,No,0.5415846607086229,0.8280626626852322,0.009818759449923942,0.4584153392913771,0.1719373373147678,0.9901812405500761
Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.9,278.4,No,0.6277788742244063,0.10265221646079192,0.13407629014124633,0.37222112577559374,0.8973477835392081,0.8659237098587537
Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,2088.8,Yes,0.3140526970069475,0.6851140983015391,0.7584591594671529,0.6859473029930525,0.31488590169846087,0.24154084053284708
Male,1,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,502.6,Yes,0.8280003729268972,0.6449043196172886,0.8258337867830815,0.1719996270731028,0.35509568038271144,0.1741662132169185
Male,1,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.5,2595.85,No,0.7820788107571781,0.26131814351442983,0.8320681850676933,0.2179211892428219,0.7386818564855702,0.1679318149323067
Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),90.45,5825.5,No,0.5753067067202899,0.6321614755141257,0.7914775750781325,0.42469329327971006,0.3678385244858743,0.20852242492186746
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.75,50.75,Yes,0.1450155894271119,0.910880956991371,0.7687429831424608,0.8549844105728881,0.08911904300862905,0.2312570168575392
Female,0,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,84.6,4449.75,No,0.6973814656840917,0.6151658298705278,0.03723709980061052,0.30261853431590835,0.3848341701294722,0.9627629001993895
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,Yes,0.8953486638415221,0.1840430103530969,0.14497966236680304,0.10465133615847788,0.8159569896469031,0.855020337633197
Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.15,1956.4,No,0.2501011097732363,0.3061624135269647,0.40272271272693516,0.7498988902267637,0.6938375864730353,0.5972772872730648
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,310.6,No,0.9586858956840082,0.35155843381263485,0.6927834338977413,0.041314104315991806,0.6484415661873651,0.30721656610225867
Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,290.55,No,0.7713023970302836,0.3111693484381629,0.8461643637115567,0.22869760296971642,0.6888306515618371,0.15383563628844332
Female,0,No,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.1,2096.1,No,0.30032157477911237,0.6844074816689518,0.7129615248716042,0.6996784252208876,0.3155925183310482,0.28703847512839575
Female,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.5,2665,No,0.6168211241115817,0.9500027803711993,0.13307558895393334,0.38317887588841826,0.04999721962880066,0.8669244110460667
Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,543.8,No,0.3078479320806945,0.5039101633327372,0.9906718937460918,0.6921520679193055,0.4960898366672628,0.00932810625390823
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.35,20.35,No,0.09946787609389407,0.7902570521700405,0.20011883804298047,0.9005321239061059,0.2097429478299595,0.7998811619570195
Male,0,No,No,59,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.7,3005.8,No,0.8241486696206854,0.9443850726035201,0.6688785413022967,0.17585133037931455,0.055614927396479885,0.33112145869770326
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.3,1623.15,No,0.6658070345090323,0.374444415537766,0.0573583750743456,0.33419296549096766,0.625555584462234,0.9426416249256544
Male,0,No,No,36,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,65.4,2498.4,Yes,0.6140006512807219,0.04627869775197224,0.432160554965499,0.3859993487192781,0.9537213022480278,0.567839445034501
Female,0,No,No,40,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,65.1,2586,No,0.14217288071323342,0.7533016046092964,0.7305071937046401,0.8578271192867666,0.2466983953907036,0.2694928062953599
Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.2,3292.3,No,0.37737711316979705,0.7349903285619352,0.09032630391500451,0.622622886830203,0.26500967143806475,0.9096736960849955
Female,0,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,651.4,Yes,0.8766360800049111,0.3032515777217212,0.9318431282409119,0.12336391999508889,0.6967484222782788,0.06815687175908813
Male,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),74.5,4674.55,No,0.1633044607769063,0.2691298838292062,0.30896287213772833,0.8366955392230937,0.7308701161707938,0.6910371278622717
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.5,232.35,No,0.04790288699711853,0.7033281572510885,0.21735385153759523,0.9520971130028815,0.29667184274891145,0.7826461484624048
Male,0,Yes,Yes,40,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,60.3,2448.5,No,0.1911514768901753,0.1564051322047375,0.09183412752173703,0.8088485231098247,0.8435948677952625,0.908165872478263
Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,658.1,No,0.250180007174864,0.8434482252206305,0.6093634980824706,0.749819992825136,0.15655177477936955,0.3906365019175294
Male,1,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,90.15,3128.8,No,0.7836425237658834,0.8606290286952617,0.11813737612341224,0.2163574762341166,0.1393709713047383,0.8818626238765878
Male,0,No,No,5,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,40.0,223.45,Yes,0.6481414711893314,0.5663484288657263,0.8544460162965702,0.3518585288106686,0.43365157113427366,0.14555398370342976
Male,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,919.4,Yes,0.01734274680649217,0.21880498489744837,0.7215099934534254,0.9826572531935078,0.7811950151025516,0.27849000654657463
Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.05,653.95,No,0.01728965274119665,0.949003056018016,0.08178594425868446,0.9827103472588034,0.050996943981983955,0.9182140557413155
Male,0,Yes,Yes,31,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.7,1825.5,No,0.5668964288000554,0.23528157853296583,0.9968217972855735,0.4331035711999446,0.7647184214670342,0.0031782027144264813
Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,943.1,No,0.6332924423782887,0.3090010403569846,0.9296026857932723,0.36670755762171126,0.6909989596430154,0.07039731420672768
Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.25,181.65,Yes,0.12542188091555395,0.44183204941195076,0.9952715401043836,0.874578119084446,0.5581679505880492,0.0047284598956164325
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,0.6104621520835593,0.5207299484405489,0.11418988263135255,0.38953784791644075,0.4792700515594511,0.8858101173686475
